_rank|📈|_name|_score|_link|backdrop|class|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
340|🟢+262|BitToonDAO #769|144.51307400535418|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/769|Skateboard||None|Black Matterie|None|Cyclops|Crown|Farmer|Pacifier||Mummy|
341|🔴-152|BitToonDAO #438|144.44915238490816|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/438|BitToon Flag||Oriental Uniform|Billiard Whitie|None|None|Tengu Mask|Dragon|Duckie||Clay Dough|
342|🔴-139|BitToonDAO #358|144.41962445881273|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/358|BitToon Flag||Leather Jacket|Sunset Rubie|None|None|Devil Horns|Bot|Duckie||Jelly Bowl|
343|🔴-115|BitToonDAO #199|144.41840580132424|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/199|Guitar||None|Silver Lavandie|None|Cyclops|Robinhood Hat|Empress|Pipe||Mummy|
344|🟢+258|BitToonDAO #696|144.4003934869087|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/696|BitToon Flag||T-Shirt|Flamingo Zirconie|Sleepy|3D Goggles|Undercut|Bot|None||Plastic|
345|🟢+257|BitToonDAO #985|144.38995912183185|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/985|Guitar||None|Autumn Lillie|None|None|None|Pirate|Lollipop||Plastic|
346|🔴-120|BitToonDAO #22|144.2758023468812|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/22|Devil Wings||Gradient Shirt|Morning Galaxie|None|Eyeglasses|Tribal Hat|Giant|Duckie||Plastic|
347|🔴-165|BitToonDAO #143|144.18766341932624|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/143|Double Chups||Leather Jacket|Silver Lavandie|None|None|Undercut|Angel|Bandage||Jelly Bowl|
348|🔴-187|BitToonDAO #244|144.170059601768|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/244|Wooden Staff||Count|Cosmic Lovie|None|None|Chubby Unicorn|Pirate|None||Plastic|
349|🔴-147|BitToonDAO #80|143.96325241883991|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/80|BitToon Flag||Peony Shirt|Cosmic Lovie|None|None|Pumpkin Head|Bubble|None||Metal|
350|🟢+252|BitToonDAO #864|143.87978228803664|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/864|Oxygen Tank||Superstar Sweater|Silver Lavandie|None|Eyeglasses|Witch Hat|Vampire|Crow Beak||Metal|
351|🔴-261|BitToonDAO #518|143.83199602229865|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/518|Skateboard||Kid's Overalls|Silver Lavandie|None|None|Crown|Phoenix|Leather Mask||Clay Dough|
352|🟢+250|BitToonDAO #896|143.68528017117458|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/896|Double Chups||Leather Jacket|Elegant Goldie|None|None|Pompadour|Bubble|None||Plastic|
353|🔴-136|BitToonDAO #68|143.6203811561536|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/68|Oxygen Tank||Gradient Shirt|Dusty Cyanie|None|Eyeglasses|Tribal Hat|Turtle|Duckie||Plastic|
354|🔴-127|BitToonDAO #49|143.54995517029306|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/49|Guitar||None|Flamingo Zirconie|None|Eyeglasses|Robinhood Hat|Demon|Crow Beak||Mummy|
355|🔴-156|BitToonDAO #234|143.52051215116683|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/234|BitToon Flag||T-Shirt|Elegant Goldie|None|3D Goggles|Crown|Phoenix|Cigar||Plastic|
356|🔴-78|BitToonDAO #361|143.4738587573013|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/361|Skateboard||T-Shirt|Elegant Goldie|None|3D Goggles|Undercut|Bank|Cigar||Plastic|
357|🔴-98|BitToonDAO #476|143.35232735152783|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/476|Guitar||Count|Christmas Leafie|None|None|Lovelove Headband|Cypher|None||Metal|
358|🔴-117|BitToonDAO #466|143.28274679132562|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/466|Backpack||Gradient Shirt|Morning Galaxie|None|Eyeglasses|Tribal Hat|Dragon|Duckie||Plastic|
359|🟢+243|BitToonDAO #798|143.23997333572666|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/798|Devil Wings||Peony Shirt|Dusty Cyanie|None|None|Afrohair|Dreamer|None||Plastic|
360|🟢+242|BitToonDAO #965|143.10260757210304|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/965|RPG||Peony Shirt|Scalet Bluie|None|Bozo Glasses|None|Cash|None||Plastic|
361|🟢+241|BitToonDAO #873|143.08764216175263|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/873|Angel Wings||None|Emerald Jettie|None|None|Reindeer Hoodie|Coin|Pipe||Ceramic|
362|🔴-93|BitToonDAO #63|143.03183982401774|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/63|Oxygen Tank||T-Shirt|Morning Galaxie|None|3D Goggles|Viking Hat|Tiger|Pacifier||Metal|
363|🔴-277|BitToonDAO #229|142.87720386359098|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/229|Skateboard||Leather Jacket|Flamingo Zirconie|None|None|Cat Earphones|Dreamer|Leather Mask||Jelly Bowl|
364|🔴-181|BitToonDAO #555|142.86155393965322|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/555|BitToon Flag||T-Shirt|Scalet Bluie|None|Bozo Glasses|Tengu Mask|Bear|None||Jelly Bowl|
365|🔴-154|BitToonDAO #513|142.8416834890285|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/513|Oxygen Tank||Count|Scalet Bluie|Sleepy|None|Reindeer Hoodie|Virus|None||Plastic|
366|🔴-132|BitToonDAO #355|142.72807959859412|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/355|Wooden Staff||Peony Shirt|Ocean Canarie|None|None|Frog Head|Believer|None||Jelly Bowl|
367|🔴-189|BitToonDAO #222|142.61570842554963|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/222|Guitar||T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Cat Earphones|Bear|None||Plastic|
368|🔴-176|BitToonDAO #184|142.42700197585035|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/184|Angel Wings||Kid's Overalls|Cosmic Lovie|None|None|Chubby Unicorn|Angel|None||Metal|
369|🟢+233|BitToonDAO #992|142.37800570035407|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/992|Devil Wings||T-Shirt|Flamingo Zirconie|None|Cyclops|Hat|Bull|Leather Mask||Plastic|
370|🔴-331|BitToonDAO #330|142.20478815054148|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/330|RPG||Peony Shirt|Dusty Cyanie|None|None|Pompadour|Dragon|None||Plastic|
371|🔴-67|BitToonDAO #381|142.068537502291|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/381|Oxygen Tank||Leather Jacket|Sunset Rubie|None|None|Devil Horns|Miner|Duckie||Jelly Bowl|
372|🔴-129|BitToonDAO #287|141.9880756271125|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/287|Skateboard||T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Hat|Seed|None||Plastic|
373|🔴-113|BitToonDAO #462|141.8014957501238|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/462|Wooden Staff||Oriental Uniform|Aurora Mistie|None|None|Reindeer Hoodie|Blockchain|None||Plastic|
374|🔴-250|BitToonDAO #429|141.70999522238566|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/429|Guitar||Leather Jacket|Forest Pinkie|None|None|Hat|Cypher|Leather Mask||Jelly Bowl|
375|🔴-81|BitToonDAO #545|141.60648690572503|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/545|RPG||T-Shirt|Elegant Goldie|None|3D Goggles|Crown|Gold|Cigar||Plastic|
376|🟢+226|BitToonDAO #652|141.45796478636433|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/652|Backpack||Count|Christmas Leafie|None|None|Reindeer Hoodie|Virus|None||Plastic|
377|🔴-331|BitToonDAO #502|141.05968198305843|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/502|RPG||None|Elegant Goldie|None|None|Pompadour|Bank|None||Plastic|
378|🔴-164|BitToonDAO #331|141.01103938428813|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/331|Devil Wings||Kid's Overalls|Scalet Bluie|None|Snorkeling Goggles|Tribal Hat|Believer|None||Jelly Bowl|
379|🔴-133|BitToonDAO #430|141.00301167385138|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/430|Wooden Staff||None|Autumn Lillie|None|None|Reindeer Hoodie|Bear|None||Ceramic|
380|🟢+222|BitToonDAO #857|140.99709681941485|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/857|Devil Wings||Peony Shirt|Scalet Bluie|None|Bozo Glasses|None|Demon|None||Plastic|
381|🟢+221|BitToonDAO #968|140.9403166650321|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/968|RPG||T-Shirt|Dusty Cyanie|None|Bozo Glasses|Santa Hat|Media|None||Jelly Bowl|
382|🟢+220|BitToonDAO #746|140.93340510359963|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/746|Devil Wings||Count|Sunset Rubie|None|None|None|Market|Lollipop||Plastic|
383|🟢+219|BitToonDAO #891|140.78969140250157|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/891|Angel Wings||None|Emerald Jettie|None|None|Frog Head|Seed|Pipe||Ceramic|
384|🔴-131|BitToonDAO #516|140.72580504336202|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/516|Butterfly Wings||Count|Flamingo Zirconie|Sleepy|None|Frog Head|Cash|None||Plastic|
385|🔴-75|BitToonDAO #47|140.65470059311676|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/47|Guitar||Graduation Gown|Sunset Rubie|None|Cyclops|Chubby Unicorn|Knight|None||Metal|
386|🟢+216|BitToonDAO #952|140.60095052627827|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/952|RPG||Superstar Sweater|Aurora Mistie|None|Eye Pad|Pirate Hat|Cash|None||Plastic|
387|🟢+215|BitToonDAO #659|140.6002343314587|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/659|RPG||Leather Jacket|Elegant Goldie|None|None|Tribal Hat|Phoenix|Leather Mask||Jelly Bowl|
388|🟢+214|BitToonDAO #824|140.51182007753565|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/824|Angel Wings||Oriental Uniform|Sunset Rubie|None|None|Chubby Unicorn|Tiger|None||Clay Dough|
389|🔴-70|BitToonDAO #528|140.02573143325012|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/528|Butterfly Wings||None|Sunset Rubie|Blushy|None|Chubby Unicorn|Cash|None||Plastic|
390|🔴-215|BitToonDAO #321|140.00191732508566|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/321|Angel Wings||T-Shirt|Morning Galaxie|None|Eye Pad|Pirate Hat|Vampire|None||Plastic|
391|🔴-156|BitToonDAO #410|139.79942331905593|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/410|Devil Wings||Peony Shirt|Aurora Mistie|None|None|Farmer Hat|Bank|Duckie||Metal|
392|🟢+210|BitToonDAO #776|139.7960114562653|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/776|Devil Wings||T-Shirt|Sunset Rubie|None|Bozo Glasses|Viking Hat|Vampire|None||Jelly Bowl|
393|🔴-105|BitToonDAO #121|139.68702080328646|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/121|Guitar||Gradient Shirt|Elegant Goldie|None|Eyeglasses|Tribal Hat|Blockchain|Duckie||Plastic|
394|🔴-113|BitToonDAO #283|139.6699942783832|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/283|Skateboard||T-Shirt|Flamingo Zirconie|None|Eyeglasses|Devil Horns|Bubble|None||Jelly Bowl|
395|🔴-346|BitToonDAO #440|139.51402980914537|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/440|BitToon Flag||None|Elegant Goldie|None|None|Pompadour|Chef|None||Plastic|
396|🔴-189|BitToonDAO #570|139.4614166763507|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/570|Double Chups||None|Cosmic Lovie|None|Eye Pad|Pirate Hat|Bank|None||Plastic|
397|🟢+205|BitToonDAO #648|139.29386776350037|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/648|Devil Wings||Peony Shirt|Aurora Mistie|None|None|Pumpkin Head|King|Duckie||Metal|
398|🔴-143|BitToonDAO #104|139.22442094417866|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/104|RPG||Count|Sunset Rubie|None|Bozo Glasses|Reindeer Hoodie|Dreamer|None||Plastic|
399|🔴-198|BitToonDAO #575|139.0925919786467|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/575|Angel Wings||Count|Ocean Canarie|None|None|Chubby Unicorn|Angel|Crow Beak||Plastic|
400|🟢+202|BitToonDAO #894|138.9461348795795|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/894|Skateboard||T-Shirt|Billiard Whitie|None|None|None|Phoenix|Lollipop||Plastic|
401|🟢+201|BitToonDAO #817|138.88039435745912|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/817|BitToon Flag||None|Morning Galaxie|None|Cyclops|Robinhood Hat|Gold|Pacifier||Mummy|
402|🟢+200|BitToonDAO #843|138.83593519397485|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/843|Backpack||T-Shirt|Dusty Cyanie|None|Cyclops|Santa Hat|Government|Moustache||Plastic|
403|🔴-126|BitToonDAO #591|138.82354784656056|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/591|Skateboard||T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Crown|Blockchain|None||Plastic|
404|🔴-153|BitToonDAO #254|138.61510727430775|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/254|Guitar||Count|Christmas Leafie|None|None|Chubby Unicorn|Believer|None||Metal|
405|🟢+197|BitToonDAO #902|138.60245525190075|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/902|Oxygen Tank||None|Sunset Rubie|None|Eyeglasses|Santa Hat|Seed|Crow Beak||Mummy|
406|🔴-169|BitToonDAO #218|138.5977585519475|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/218|Skateboard||T-Shirt|Silver Lavandie|None|Eyeglasses|Tengu Mask|Tiger|None||Jelly Bowl|
407|🔴-195|BitToonDAO #556|138.57296646236463|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/556|Wooden Staff||Kid's Overalls|Dusty Cyanie|None|None|Frog Head|Vampire|None||Clay Dough|
408|🔴-112|BitToonDAO #468|138.5589676909876|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/468|Wooden Staff||Oriental Uniform|Sunset Rubie|None|None|Frog Head|Cypher|None||Clay Dough|
409|🟢+193|BitToonDAO #643|138.15355498203763|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/643|Guitar||T-Shirt|Allpeach Varitie|None|Eyeglasses|Viking Hat|Bot|None||Jelly Bowl|
410|🔴-171|BitToonDAO #371|137.83157921062656|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/371|Angel Wings||Leather Jacket|Scalet Bluie|None|None|Reindeer Hoodie|Bubble|None||Ceramic|
411|🟢+191|BitToonDAO #611|137.82240732887396|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/611|Devil Wings||None|Black Matterie|None|Cyclops|Robinhood Hat|Gold|None||Mummy|
412|🟢+190|BitToonDAO #686|137.79089926165258|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/686|Angel Wings||Peony Shirt|Dusty Cyanie|None|None|Cat Earphones|Farmer|None||Plastic|
413|🔴-91|BitToonDAO #183|137.66198410423274|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/183|Skateboard||Leather Jacket|Sunset Rubie|None|None|Devil Horns|Farmer|Duckie||Jelly Bowl|
414|🔴-243|BitToonDAO #236|137.51482207711072|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/236|Skateboard||T-Shirt|Billiard Whitie|None|Cyclops|Robinhood Hat|Bot|Duckie||Ceramic|
415|🔴-255|BitToonDAO #30|137.49230353052522|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/30|Double Chups||Kid's Overalls|Dusty Cyanie|None|None|Chef Hat|Phoenix|None||Jelly Bowl|
416|🟢+186|BitToonDAO #950|137.43602615054948|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/950|Backpack||Leather Jacket|Sunset Rubie|None|Cyclops|Undercut|Cypher|Leather Mask||Plastic|
417|🟢+185|BitToonDAO #980|137.4071055944181|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/980|BitToon Flag||T-Shirt|Forest Pinkie|None|None|Pompadour|Blockchain|None||Plastic|
418|🔴-185|BitToonDAO #95|137.33768768348966|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/95|Guitar||Gradient Shirt|Dusty Cyanie|None|Eyeglasses|Tribal Hat|Pirate|Duckie||Plastic|
419|🔴-143|BitToonDAO #208|137.3199404977015|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/208|Backpack||Count|Christmas Leafie|None|None|Frog Head|Seed|None||Plastic|
420|🟢+182|BitToonDAO #692|137.2459840500113|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/692|Guitar||T-Shirt|Elegant Goldie|Sleepy|3D Goggles|Tribal Hat|Giant|None||Plastic|
421|🟢+181|BitToonDAO #761|137.09269965880583|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/761|Angel Wings||Leather Jacket|Scalet Bluie|None|None|Frog Head|Miner|None||Ceramic|
422|🟢+180|BitToonDAO #899|136.9061279548854|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/899|Skateboard||T-Shirt|Elegant Goldie|None|3D Goggles|Tribal Hat|Seed|Cigar||Plastic|
423|🟢+179|BitToonDAO #935|136.8388022846172|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/935|Oxygen Tank||Leather Jacket|Allpeach Varitie|None|None|Viking Hat|King|Duckie||Jelly Bowl|
424|🔴-138|BitToonDAO #333|136.78663913432902|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/333|Butterfly Wings||Graduation Gown|Flamingo Zirconie|None|None|Witch Hat|Giant|None||Plastic|
425|🔴-207|BitToonDAO #235|136.78650970797557|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/235|Skateboard||Kid's Overalls|Morning Galaxie|None|Snorkeling Goggles|Undercut|Officer|None||Jelly Bowl|
426|🔴-239|BitToonDAO #91|136.3671980033779|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/91|BitToon Flag||Superstar Sweater|Forest Pinkie|None|Eyeglasses|Lovelove Headband|Bull|None||Metal|
427|🟢+175|BitToonDAO #908|136.27448849942238|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/908|Butterfly Wings||Leather Jacket|Ocean Canarie|None|None|Farmer Hat|Empress|Pacifier||Metal|
428|🔴-164|BitToonDAO #578|136.26013279944593|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/578|Skateboard||None|Morning Galaxie|None|Cyclops|Robinhood Hat|Empress|None||Mummy|
429|🟢+173|BitToonDAO #844|135.79407242788292|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/844|Double Chups||None|Elegant Goldie|None|Eyeglasses|Robinhood Hat|Bubble|None||Mummy|
430|🟢+172|BitToonDAO #624|135.75613407320083|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/624|Backpack||Kid's Overalls|Emerald Jettie|None|None|Crown|Bear|Lollipop||Clay Dough|
431|🔴-170|BitToonDAO #507|135.71336837816511|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/507|Backpack||None|Silver Lavandie|None|Eyeglasses|Santa Hat|Angel|Pipe||Mummy|
432|🟢+170|BitToonDAO #786|135.6648169555104|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/786|RPG||Kid's Overalls|Morning Galaxie|None|Confused Glasses|Chubby Unicorn|Phoenix|None||Plastic|
433|🟢+169|BitToonDAO #915|135.4890411085541|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/915|Wooden Staff||None|Autumn Lillie|None|None|Frog Head|Turtle|None||Plastic|
434|🟢+168|BitToonDAO #821|135.48361449343994|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/821|Wooden Staff||Kid's Overalls|Forest Pinkie|None|Eye Pad|Chubby Unicorn|Coin|Duckie||Plastic|
435|🟢+167|BitToonDAO #954|135.46973964073965|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/954|Double Chups||T-Shirt|Elegant Goldie|None|3D Goggles|Undercut|Seed|Cigar||Plastic|
436|🟢+166|BitToonDAO #971|135.4693549443044|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/971|Oxygen Tank||T-Shirt|Billiard Whitie|None|None|None|Cypher|Lollipop||Plastic|
437|🟢+165|BitToonDAO #867|135.2055087359002|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/867|Backpack||Leather Jacket|Morning Galaxie|None|Bozo Glasses|None|Coin|None||Plastic|
438|🔴-208|BitToonDAO #134|135.07442913438996|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/134|BitToon Flag||Kid's Overalls|Dusty Cyanie|None|None|Chef Hat|Miner|None||Jelly Bowl|
439|🔴-87|BitToonDAO #337|134.91706981836336|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/337|Guitar||T-Shirt|Elegant Goldie|None|Cyclops|Devil Horns|Tiger|None||Jelly Bowl|
440|🔴-142|BitToonDAO #231|134.82297132285953|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/231|Skateboard||T-Shirt|Sunset Rubie|None|Cyclops|Devil Horns|Bubble|None||Jelly Bowl|
