_rank|📈|_name|_score|_link|Background|Eyes|Eyewear|Face Accessory|Friend|Hair|Mouth|Outfit|Skin|Special Adventurer|Weapon
314|🔴-152|Sobta Magic #12|147.2537964400824|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/12|Common - Sunset|Angry|None|Sobta Sticker|None|Captain Girl|Smile|Pink Overalls|Ice Cyborg||Lollipop
315|🟡|Sobta Magic #591|146.95260737860676|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/591|Common - Peach|Sad|Red Glasses|None|None|Green Comma|Choco Donut|Yellow T-Shirt|Ice Cyborg||Wrench
316|🔴-44|Sobta Magic #74|146.85078769694596|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/74|Common - Sky|Happy|Red Glasses|None|None|Green Comma|Grin|White T-Shirt|Caramel Ape||Nature Staff
317|🟡|Sobta Magic #707|146.80647387686415|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/707|Common - Charcoal|Wink|None|Star Sticker|None|Blonde Dreadlocks|Smirk|Business Suit|Lava Mutant||Fire Staff
318|🟡|Sobta Magic #600|146.75032040923523|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/600|Common - Cotton Candy|Surprised|None|None|Volcan|White Undercut|Rose|Aloha Shirt|Lava Mutant||Bunching Onion
319|🟡|Sobta Magic #724|146.55363481476016|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/724|Common - Taro Milk|Angry|Red Glasses|Tattoo|None|Blonde-Brown Man Bun|Smile|Adventure Suit|Lava Mutant||Bunching Onion
320|🔴-98|Sobta Magic #443|146.10848589378546|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/443|Common - Sunset|Happy|None|Rainbow Sticker|None|Pink Inverted Bob|O Mouth|Yellow T-Shirt|Almond Skin||Water Staff
321|🔴-133|Sobta Magic #355|146.0890806740562|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/355|Common - Lemonade|Angry|None|Star Sticker|None|Black Bucket Hat|Tongue Out|Docter Suit|Aqua Mutant||Lollipop
322|🟡|Sobta Magic #612|145.78234635416842|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/612|Common - Peach|Bored|Heart Glasses|Plaster|None|Captain Boy|Rose|White T-Shirt|Almond Skin||Carrot
323|🟡|Sobta Magic #653|145.77714128151973|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/653|Common - Sunset|Surprised|None|Pain Relief Patch|Alpha|Orange Side Braid|Smile|Denim Shirt|Espresso Skin||Boomerang
324|🔴-154|Sobta Magic #416|145.75678141082412|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/416|Common - Lemonade|Angry|None|Sobta Sticker|None|Black Bucket Hat|Smile|Aloha Shirt|Ice Cyborg||Carrot
325|🟡|Sobta Magic #651|145.71796734001154|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/651|Common - Lemonade|Wink|None|Pain Relief Patch|None|White Undercut|Tongue Out|Hoodie|Ice Cyborg||Lollipop
326|🔴-51|Sobta Magic #109|145.6490684136673|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/109|Common - Cookie|Normal|None|None|None|White Bubble|Grumpy|Adventure Suit|Milk Skin||Syringe
327|🔴-133|Sobta Magic #90|145.6168793860354|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/90|Common - Lemon|Surprised|None|None|None|Blonde Double Braid|Choco Donut|Yellow T-Shirt|Ice Cyborg||Carrot
328|🔴-149|Sobta Magic #155|145.4943575089724|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/155|Common - Sunset|Bored|Red Glasses|Star Sticker|None|Orange Hime Cut|Triangle|Sailor Suit|Espresso Skin||Fire Staff
329|🔴-86|Sobta Magic #447|145.11620889751777|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/447|Common - Peach|Normal|Red Glasses|Tattoo|Florae|Blonde Palm Tree|Triangle|Barista Suit|Honey Skin||Baseball Bat
330|🔴-75|Sobta Magic #328|144.81304467482227|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/328|Common - Charcoal|Bored|None|None|None|Blue Messy|Bread|Business Suit|Honey Skin||Laser Gun
331|🔴-89|Sobta Magic #361|144.74307664739587|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/361|Rare - Day Dream|Happy|None|None|Jojo|Captain Girl|Grin|Pink Overalls|Earth Mutant||Bunching Onion
332|🟡|Sobta Magic #676|144.63433126550694|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/676|Common - Cookie|Wink|Sunglasses|Pain Relief Patch|None|Violet Ponytail|Tongue Out|Sailor Suit|Fire Cyborg||Fountain Pen
333|🔴-97|Sobta Magic #197|144.5363512200426|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/197|Common - Cookie|Angry|Gold Glasses|None|None|Blonde Palm Tree|O Mouth|White T-Shirt|Vanilla Ape||Fire Staff
334|🟡|Sobta Magic #638|144.25735965024208|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/638|Common - Cookie|Wink|Gold Monocle|None|None|White Bucket Hat|Choco Donut|Barista Suit|Almond Skin||Syringe
335|🟡|Sobta Magic #713|144.22345869623717|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/713|Common - Lemon|Fascinated|Diamond Glasses|None|None|Blonde Dreadlocks|Strawberry Stick|Denim Shirt|Lava Mutant||Fountain Pen
336|🔴-122|Sobta Magic #323|144.20785772109684|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/323|Common - Taro Milk|Sad|None|Tattoo|None|Green Light Undercut|Smirk|White T-Shirt|Fire Cyborg||Fire Staff
337|🟡|Sobta Magic #703|144.06384161410435|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/703|Common - Peach|Sad|None|Tattoo|None|Black Comma|Grumpy|Sailor Suit|Fire Cyborg||Lollipop
338|🟢+8|Sobta Magic #320|143.96897395239654|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/320|Common - Cookie|Normal|None|Pain Relief Patch|None|Brown Bubble|Bubble Gum|Hoodie|Milk Skin||Laser Gun
339|🟢+25|Sobta Magic #382|143.90427776035608|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/382|Common - Charcoal|Normal|Sunglasses|None|None|Brown Spiky|Tongue Out|Black Jacket|Earth Mutant||Laser Gun
340|🟡|Sobta Magic #734|143.78269581940594|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/734|Common - Lemonade|Sad|Diamond Glasses|None|None|Brown Palm Tree|Strawberry Stick|School Uniform|Milk Skin||Fire Staff
341|🟡|Sobta Magic #615|143.72861255940066|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/615|Common - Sky|Normal|Sunglasses|None|None|Blue Messy|Tongue Out|Aloha Shirt|Honey Skin||Scythe
342|🔴-89|Sobta Magic #409|143.64782642995382|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/409|Common - Taro Milk|Surprised|Sunglasses|Pain Relief Patch|None|Orange Spiky|Lollipop|Yellow T-Shirt|Milk Skin||Carrot
343|🔴-24|Sobta Magic #32|143.58473142997093|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/32|Common - Charcoal|Normal|None|None|Jojo|White Bubble|Triangle|White T-Shirt|Chocolate Skin||Fire Staff
344|🟡|Sobta Magic #714|143.47583984482466|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/714|Common - Lemon|Angry|Gold Glasses|Pain Relief Patch|None|Orange Pigtails|Triangle|Sailor Suit|Aqua Mutant||Water Staff
345|🔴-66|Sobta Magic #24|143.18583111294703|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/24|Common - Lemon|Normal|Red Glasses|Pain Relief Patch|None|Black Bucket Hat|Rose|Business Suit|Vanilla Ape||Boomerang
346|🔴-42|Sobta Magic #476|143.1606797418741|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/476|Common - Cookie|Sad|None|None|None|Blue Hime Cut|O Mouth|Black Overalls|Earth Mutant||Nature Staff
347|🔴-136|Sobta Magic #518|142.89132196260738|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/518|Common - Sunset|Happy|Red Glasses|None|None|Orange Side Braid|Leaf|Sailor Suit|Caramel Ape||Wrench
348|🔴-66|Sobta Magic #59|142.84596179452438|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/59|Common - Sunset|Fascinated|None|None|None|Black Dreadlocks|Wafer Roll|School Uniform|Vanilla Ape||Fire Staff
349|🟡|Sobta Magic #693|142.792985474777|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/693|Common - Sky|Wink|None|None|None|Blue Hime Cut|Smile|Business Suit|Fire Cyborg||Wrench
350|🔴-124|Sobta Magic #422|142.62767041482715|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/422|Common - Peach|Normal|Heart Glasses|Plaster|None|Red Ponytail|Open Smile|Business Suit|Lava Mutant||Carrot
351|🟢+3|Sobta Magic #545|142.5776885271105|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/545|Common - Charcoal|Surprised|None|None|None|Black Comma|Wafer Roll|Fur Jacket|Lava Mutant||Laser Gun
352|🔴-117|Sobta Magic #96|142.45321293503673|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/96|Common - Sky|Wink|None|Pain Relief Patch|None|Black Comma|O Mouth|Sci-Fi Suit|Espresso Skin||Guitar
353|🔴-157|Sobta Magic #531|142.3840743130089|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/531|Common - Taro Milk|Normal|Sunglasses|None|None|Red Helmet|Bread|Aloha Shirt|Ice Cyborg||Fountain Pen
354|🟡|Sobta Magic #727|142.0818020727875|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/727|Common - Lemon|Bored|None|Star Sticker|None|White Undercut|Smile|Black Overalls|Ice Cyborg||Wrench
355|🔴-142|Sobta Magic #215|141.93909111124074|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/215|Common - Lemonade|Sad|None|None|None|Black Bucket Hat|Wafer Roll|Aloha Shirt|Fire Cyborg||Water Staff
356|🔴-28|Sobta Magic #486|141.88588397669594|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/486|Common - Cookie|Fascinated|Sunglasses|None|None|Orange Pigtails|Smirk|White Overalls|Vanilla Ape||Laser Gun
357|🔴-60|Sobta Magic #258|141.5096371652691|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/258|Common - Lemon|Wink|Sunglasses|Rainbow Sticker|None|Captain Girl|Wafer Roll|Sailor Suit|Milk Tea Skin||Boomerang
358|🔴-189|Sobta Magic #321|141.44595334768664|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/321|Common - Sunset|Angry|None|None|None|Brown Palm Tree|Bread|Docter Suit|Fire Cyborg||Bunching Onion
359|🔴-105|Sobta Magic #468|141.42002686961342|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/468|Common - Lemon|Bored|Red Glasses|Sobta Sticker|None|Blonde Double Braid|Choco Donut|Aloha Shirt|Chocolate Skin||Squeaky Hammer
360|🔴-87|Sobta Magic #393|141.40369165025254|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/393|Common - Cookie|Bored|None|Star Sticker|None|Brown Bubble|O Mouth|Docter Suit|Caramel Ape||Bunching Onion
361|🔴-49|Sobta Magic #557|141.35916150207407|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/557|Common - Sunset|Normal|Heart Glasses|None|None|Blue Hime Cut|Triangle|Hoodie|Aqua Mutant||Syringe
362|🔴-115|Sobta Magic #26|141.29904129403073|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/26|Common - Sunset|Angry|Heart Glasses|Sobta Sticker|None|Black Dreadlocks|Tongue Out|Aloha Shirt|Milk Skin||Sketch Board
363|🔴-60|Sobta Magic #30|141.29102662980733|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/30|Common - Taro Milk|Fascinated|Gold Monocle|None|None|Blonde Double Braid|Wafer Roll|Hoodie|Vanilla Ape||Squeaky Hammer
364|🔴-199|Sobta Magic #492|141.29021388564175|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/492|Common - Sunset|Bored|None|Pain Relief Patch|Jojo|Captain Boy|Tongue Out|Fur Jacket|Milk Skin||Squeaky Hammer
365|🔴-54|Sobta Magic #331|141.2893963884744|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/331|Common - Cotton Candy|Wink|None|None|Jojo|Brown Palm Tree|Wafer Roll|Hoodie|Chocolate Skin||Coffee Cup
366|🟡|Sobta Magic #753|141.27760919382257|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/753|Common - Lemonade|Happy|Diamond Glasses|Pain Relief Patch|None|White Undercut|O Mouth|Aloha Shirt|Espresso Skin||Sketch Board
367|🔴-83|Sobta Magic #441|141.12675823744956|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/441|Common - Peach|Normal|None|Rainbow Sticker|None|Blonde Double Braid|Triangle|Aloha Shirt|Aqua Mutant||Syringe
368|🔴-39|Sobta Magic #139|140.7696112755199|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/139|Common - Taro Milk|Angry|Red Glasses|Star Sticker|None|White Bubble|Bread|Yellow T-Shirt|Lava Mutant||Fire Staff
369|🔴-180|Sobta Magic #407|140.7224592816595|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/407|Common - Sunset|Wink|None|None|None|White Undercut|O Mouth|Barista Suit|Ice Cyborg||Bunching Onion
370|🟡|Sobta Magic #609|140.69426925876448|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/609|Common - Charcoal|Normal|Sunglasses|Star Sticker|None|Orange Side Braid|Grin|Barista Suit|Caramel Ape||Carrot
371|🔴-125|Sobta Magic #186|140.44992597365527|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/186|Common - Lemonade|Normal|Gold Monocle|None|None|White Undercut|Rose|Business Suit|Honey Skin||Boomerang
372|🔴-192|Sobta Magic #273|140.1652298410445|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/273|Common - Charcoal|Wink|Gold Monocle|Plaster|None|Blue Double Braid|Bread|White Overalls|Aqua Mutant||Bunching Onion
373|🟡|Sobta Magic #611|139.7183081392888|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/611|Common - Peach|Normal|None|None|None|Orange Pigtails|Grin|Sailor Suit|Milk Skin||Scythe
374|🔴-113|Sobta Magic #485|139.51769885740936|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/485|Common - Charcoal|Happy|Heart Glasses|Tattoo|None|Green Light Undercut|Open Smile|Black Overalls|Aqua Mutant||Fountain Pen
375|🟡|Sobta Magic #785|139.5073143449512|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/785|Common - Lemon|Happy|None|None|None|Blonde Double Braid|Bread|Adventure Suit|Milk Skin||Wrench
376|🔴-7|Sobta Magic #119|139.39468630861563|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/119|Common - Sunset|Fascinated|None|None|None|Blue Hime Cut|Rose|Yellow T-Shirt|Caramel Ape||Bunching Onion
377|🟡|Sobta Magic #799|139.33331567878744|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/799|Common - Lemon|Surprised|None|None|None|Pink Inverted Bob|Choco Donut|Denim Shirt|Vanilla Ape||Syringe
378|🟡|Sobta Magic #702|139.31330965827624|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/702|Common - Charcoal|Bored|None|None|None|Orange Side Braid|Bubble Gum|Black Jacket|Milk Skin||Water Staff
379|🔴-99|Sobta Magic #188|139.24215037800656|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/188|Common - Lemonade|Surprised|None|None|Kabo|White Bubble|Smirk|Black Overalls|Milk Skin||Lollipop
380|🔴-128|Sobta Magic #424|139.04268804219782|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/424|Common - Lemon|Fascinated|Diamond Glasses|Tattoo|None|Blue Helmet|Smile|Yellow T-Shirt|Aqua Mutant||Baseball Bat
381|🔴-85|Sobta Magic #95|138.92268108261922|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/95|Common - Peach|Angry|Gold Monocle|None|None|Blue Hime Cut|Bubble Gum|White Overalls|Honey Skin||Wrench
382|🔴-163|Sobta Magic #301|138.85889382580493|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/301|Common - Sunset|Wink|Red Glasses|None|None|Blue Messy|Bubble Gum|Business Suit|Honey Skin||Carrot
383|🔴-142|Sobta Magic #517|138.78956243470225|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/517|Common - Taro Milk|Bored|Diamond Glasses|Star Sticker|None|Blonde Dreadlocks|Open Smile|Yellow T-Shirt|Milk Tea Skin||Bunching Onion
384|🔴-101|Sobta Magic #498|138.76961443411082|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/498|Common - Peach|Wink|Red Glasses|Pain Relief Patch|Florae|Orange Pigtails|Smile|Hoodie|Espresso Skin||Carrot
385|🟡|Sobta Magic #567|138.7467573528827|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/567|Common - Sunset|Angry|Red Glasses|None|None|Blonde Double Braid|Grumpy|Business Suit|Fire Cyborg||Boomerang
386|🔴-112|Sobta Magic #349|138.63799777809572|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/349|Common - Cookie|Angry|Gold Monocle|Plaster|None|Blonde Palm Tree|O Mouth|Yellow T-Shirt|Lava Mutant||Coffee Cup
387|🔴-116|Sobta Magic #154|138.6224481908629|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/154|Common - Charcoal|Fascinated|Gold Glasses|None|None|Brown Bubble|Grin|School Uniform|Aqua Mutant||Sketch Board
388|🔴-159|Sobta Magic #218|138.23093637034765|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/218|Common - Lemonade|Normal|Gold Monocle|Sobta Sticker|None|Blue Messy|Triangle|Sailor Suit|Milk Tea Skin||Fountain Pen
389|🟡|Sobta Magic #699|138.22603839562882|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/699|Common - Cotton Candy|Sad|None|None|None|Red Ponytail|Rose|Black Overalls|Fire Cyborg||Boomerang
390|🔴-99|Sobta Magic #248|137.95687641031012|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/248|Common - Sunset|Normal|Gold Monocle|None|None|Orange Spiky|Choco Donut|White T-Shirt|Milk Tea Skin||Fountain Pen
391|🔴-143|Sobta Magic #275|137.93472028123213|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/275|Common - Sky|Angry|Sunglasses|None|None|Red Ponytail|Grumpy|Sci-Fi Suit|Lava Mutant||Baseball Bat
392|🔴-126|Sobta Magic #16|137.84472218439944|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/16|Common - Sunset|Fascinated|None|Pain Relief Patch|Miw Miw|Brown Palm Tree|Wafer Roll|Hoodie|Espresso Skin||Bunching Onion
393|🟡|Sobta Magic #633|137.77487167087838|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/633|Common - Sky|Surprised|Heart Glasses|Sobta Sticker|None|Blue Messy|Triangle|Black Jacket|Vanilla Ape||Baseball Bat
394|🔴-135|Sobta Magic #309|137.76611990068065|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/309|Common - Charcoal|Angry|Diamond Glasses|Pain Relief Patch|None|Brown Spiky|Triangle|Aloha Shirt|Espresso Skin||Coffee Cup
395|🔴-101|Sobta Magic #278|137.53786853313886|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/278|Common - Sky|Surprised|None|Tattoo|Volcan|White Bucket Hat|Triangle|Barista Suit|Honey Skin||Wrench
396|🔴-119|Sobta Magic #158|137.5304479067417|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/158|Common - Lemon|Fascinated|Gold Monocle|None|None|Blue Helmet|Bread|Denim Shirt|Honey Skin||Syringe
397|🔴-81|Sobta Magic #503|137.0702895302579|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/503|Common - Cotton Candy|Fascinated|Heart Glasses|Rainbow Sticker|None|Green Light Undercut|Smile|Barista Suit|Chocolate Skin||Baseball Bat
398|🟡|Sobta Magic #632|137.0250486720735|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/632|Common - Peach|Surprised|Diamond Glasses|None|None|White Bucket Hat|Grin|Black Overalls|Milk Skin||Coffee Cup
399|🔴-118|Sobta Magic #357|136.9810157291439|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/357|Common - Lemonade|Sad|Heart Glasses|Star Sticker|None|Captain Girl|Lollipop|White Overalls|Almond Skin||Guitar
400|🔴-133|Sobta Magic #292|136.9680691553648|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/292|Common - Cookie|Surprised|Gold Glasses|Pain Relief Patch|None|Blonde Dreadlocks|O Mouth|Black Jacket|Milk Tea Skin||Lollipop
401|🟡|Sobta Magic #778|136.93816751718026|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/778|Common - Sunset|Surprised|None|None|None|Pink Inverted Bob|O Mouth|Yellow T-Shirt|Ice Cyborg||Bunching Onion
402|🔴-153|Sobta Magic #559|136.89050988983095|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/559|Common - Peach|Happy|Sunglasses|Star Sticker|None|Orange Hime Cut|Grumpy|White T-Shirt|Milk Tea Skin||Coffee Cup
403|🟡|Sobta Magic #630|136.7218104486071|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/630|Common - Peach|Surprised|Gold Glasses|None|None|Blue Messy|Leaf|Aloha Shirt|Espresso Skin||Guitar
404|🔴-209|Sobta Magic #118|136.7013054906704|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/118|Common - Charcoal|Fascinated|None|None|None|White Undercut|Tongue Out|Denim Shirt|Fire Cyborg||Coffee Cup
405|🟡|Sobta Magic #749|136.41858363531728|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/749|Common - Sky|Surprised|Sunglasses|Pain Relief Patch|None|Green Light Undercut|Tongue Out|White Overalls|Caramel Ape||Fire Staff
406|🔴-69|Sobta Magic #159|136.36582010912082|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/159|Common - Lemon|Angry|None|Tattoo|None|Blue Helmet|O Mouth|Pink Overalls|Caramel Ape||Fire Staff
407|🔴-251|Sobta Magic #372|136.33406768830713|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/372|Common - Cotton Candy|Happy|Diamond Glasses|None|None|Captain Boy|Bread|White Overalls|Honey Skin||Lollipop
408|🟡|Sobta Magic #596|136.2585707705208|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/596|Common - Cookie|Normal|None|Pain Relief Patch|None|Brown Bubble|Grin|Docter Suit|Vanilla Ape||Bunching Onion
409|🔴-185|Sobta Magic #177|136.0662763217963|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/177|Common - Sunset|Normal|Heart Glasses|Plaster|None|Blue Messy|Rose|Fur Jacket|Honey Skin||Wrench
410|🟡|Sobta Magic #671|135.9956324097636|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/671|Common - Sky|Normal|Gold Glasses|None|None|White Undercut|Strawberry Stick|Business Suit|Almond Skin||Wrench
411|🔴-160|Sobta Magic #81|135.92175021194834|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/81|Common - Cookie|Angry|Sunglasses|None|None|Black Comma|Choco Donut|Yellow T-Shirt|Fire Cyborg||Guitar
412|🟡|Sobta Magic #797|135.87162665811388|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/797|Common - Charcoal|Wink|None|None|None|Orange Side Braid|Grin|Barista Suit|Aqua Mutant||Syringe
413|🔴-149|Sobta Magic #478|135.85097737504935|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/478|Common - Lemonade|Sad|Gold Monocle|None|None|Orange Spiky|Grumpy|White Overalls|Espresso Skin||Sketch Board
414|🔴-119|Sobta Magic #115|135.7409210394692|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/115|Common - Sunset|Normal|None|Plaster|None|Blue Helmet|Choco Donut|Black Jacket|Almond Skin||Syringe
415|🟡|Sobta Magic #774|135.60078974544382|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/774|Common - Lemon|Bored|Sunglasses|Star Sticker|None|Pink Side Braid|Tongue Out|Barista Suit|Earth Mutant||Coffee Cup
416|🔴-151|Sobta Magic #471|135.48191083678853|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/471|Common - Cookie|Happy|Red Glasses|None|None|Pink Inverted Bob|Bread|White Overalls|Chocolate Skin||Syringe
417|🔴-154|Sobta Magic #466|135.43380893924407|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/466|Common - Peach|Happy|None|Tattoo|None|Blonde-Brown Man Bun|Tongue Out|Sailor Suit|Honey Skin||Water Staff
418|🔴-128|Sobta Magic #345|135.3994991104548|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/345|Common - Cotton Candy|Angry|None|None|Alpha|Brown Palm Tree|O Mouth|Black Jacket|Milk Tea Skin||Lollipop
419|🔴-120|Sobta Magic #436|135.38027160406375|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/436|Common - Cotton Candy|Angry|None|Tattoo|None|Black Comma|Smile|Denim Shirt|Vanilla Ape||Water Staff
