rank|name|score|link|Background|Body|Headgear|Mouse|Glasses
2803|CattoPunk #2471|71.88419745104694|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2471|Orange|Grey|Blue Beanie|Spit|Vr
2803|CattoPunk #2807|71.88419745104694|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2807|Orange|Black|Orange Beanie|Spit|Vr-red
2803|CattoPunk #3584|71.88419745104694|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3584|Orange|Black|Blue Beanie|Spit|Vr
2803|CattoPunk #4448|71.88419745104694|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4448|Orange|Black|Blue Beanie|Spit|Vr-red
2803|CattoPunk #4459|71.88419745104694|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4459|Orange|Grey|Orange Beanie|Spit|Green Sunglass
2803|CattoPunk #5055|71.88419745104694|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5055|Orange|Black|Orange Beanie|Spit|3d
2803|CattoPunk #8432|71.88419745104694|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8432|Orange|Grey|Orange Beanie|Spit|3d
2810|CattoPunk #629|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/629|Yellow|Grey|Orange Beanie|Pipe|Violet Sunglass
2810|CattoPunk #4135|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4135|Yellow|Grey|Orange Beanie|Pipe|Blue Sunglass
2810|CattoPunk #4642|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4642|Yellow|Black|Blue Beanie|Cigarette|Vr
2810|CattoPunk #4690|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4690|Yellow|White Lucky Cat|Blue Beanie|Cigarette|Violet Sunglass
2810|CattoPunk #5194|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5194|Yellow|Black|Orange Beanie|Pipe|Vr
2810|CattoPunk #5404|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5404|Yellow|White Lucky Cat|Blue Beanie|Pipe|Yellow Sunglass
2810|CattoPunk #5920|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5920|Yellow|White Lucky Cat|Blue Beanie|Pipe|Vr-Blue
2810|CattoPunk #8060|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8060|Yellow|Grey|Orange Beanie|Pipe|Yellow Sunglass
2810|CattoPunk #9649|71.87832106624815|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9649|Yellow|Black|Blue Beanie|Pipe|Green Sunglass
2819|CattoPunk #4085|71.87342008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4085|Yellow|Grey|Orange Beanie|Spit|Yellow Sunglass
2819|CattoPunk #9182|71.87342008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9182|Yellow|Black|Blue Beanie|Spit|Yellow Sunglass
2819|CattoPunk #9401|71.87342008556196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9401|Yellow|Black|Blue Beanie|Spit|Green Sunglass
2822|CattoPunk #328|71.87231842399603|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/328|Blue|Grey|Blue Beanie|Pipe|Orange Sunglass
2822|CattoPunk #1637|71.87231842399603|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1637|Blue|Grey|Orange Beanie|Pipe|Orange Sunglass
2824|CattoPunk #1799|71.85793997800687|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1799|Yellow|White Lucky Cat|Blue Beanie|Pipe|Orange Sunglass
2824|CattoPunk #2659|71.85793997800687|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2659|Yellow|White Lucky Cat|Orange Beanie|Pipe|Orange Sunglass
2824|CattoPunk #9108|71.85793997800687|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9108|Yellow|Grey|Orange Beanie|Cigarette|Orange Sunglass
2827|CattoPunk #4259|71.85123621002657|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4259|Green|Orange|Fedora|Blue|Green Sunglass
2827|CattoPunk #5384|71.85123621002657|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5384|Green|Orange|Fedora|Blue|Vr
2827|CattoPunk #5885|71.85123621002657|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5885|Blue|Orange|Fedora|Blue|Sunglass
2830|CattoPunk #2359|71.84478869561653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2359|Pink|Grey|Punk|Blue|None
2830|CattoPunk #9028|71.84478869561653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9028|Violet|Ape|Punk|Red|None
2830|CattoPunk #9380|71.84478869561653|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9380|Pink|White Lucky Cat|Punk|Blue|None
2833|CattoPunk #6379|71.84118761511235|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6379|Orange|Ape|Punk|Red|None
2834|CattoPunk #7272|71.83041024962736|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7272|Yellow|Ape|Punk|Red|None
2835|CattoPunk #9439|71.81647667579611|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9439|Yellow|Orange|Fedora|Blue|Orange Sunglass
2836|CattoPunk #406|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/406|Blue|Black|Punk|Cigarette|3d
2836|CattoPunk #672|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/672|Green|Grey|Punk|Cigarette|Violet Sunglass
2836|CattoPunk #2144|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2144|Blue|Grey|Punk|Cigarette|Vr-Blue
2836|CattoPunk #2692|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2692|Blue|Grey|Punk|Cigarette|Yellow Sunglass
2836|CattoPunk #6188|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6188|Pink|Black|Punk|Cigarette|Sunglass
2836|CattoPunk #6790|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6790|Green|White Lucky Cat|Punk|Pipe|Violet Sunglass
2836|CattoPunk #7291|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7291|Blue|White Lucky Cat|Punk|Pipe|Blue Sunglass
2836|CattoPunk #7695|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7695|Green|Grey|Punk|Pipe|Vr
2836|CattoPunk #7960|71.78194646683312|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7960|Violet|Grey|Punk|Cigarette|Vr-red
2845|CattoPunk #583|71.77834538632892|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/583|Orange|Grey|Punk|Cigarette|Violet Sunglass
2845|CattoPunk #6457|71.77834538632892|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6457|Orange|Grey|Punk|Pipe|Vr-red
2845|CattoPunk #7143|71.77834538632892|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7143|Orange|White Lucky Cat|Punk|Cigarette|Vr-red
2848|CattoPunk #437|71.77704548614693|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/437|Violet|White Lucky Cat|Punk|Spit|Violet Sunglass
2848|CattoPunk #838|71.77704548614693|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/838|Pink|Black|Punk|Spit|3d
2848|CattoPunk #3618|71.77704548614693|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3618|Pink|Grey|Punk|Spit|Yellow Sunglass
2848|CattoPunk #5709|71.77704548614693|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5709|Green|Grey|Punk|Spit|Sunglass
2852|CattoPunk #6936|71.77344440564273|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6936|Orange|Black|Punk|Spit|Green Sunglass
2853|CattoPunk #601|71.76756802084394|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/601|Yellow|White Lucky Cat|Punk|Pipe|Yellow Sunglass
2854|CattoPunk #3769|71.76156537859183|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3769|Green|Black|Punk|Cigarette|Orange Sunglass
2855|CattoPunk #4550|71.75796429808764|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4550|Orange|Grey|Punk|Pipe|Orange Sunglass
2856|CattoPunk #2826|71.75306331740146|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2826|Orange|White Lucky Cat|Punk|Spit|Orange Sunglass
2857|CattoPunk #3756|71.7198876062346|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3756|Pink|Zombile|Fedora|Black|Vr-red
2857|CattoPunk #4340|71.7198876062346|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4340|Violet|Black lucky cat|Fedora|Black|Vr-Blue
2857|CattoPunk #5179|71.7198876062346|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5179|Green|Black lucky cat|Fedora|Black|Vr-Blue
2857|CattoPunk #6566|71.7198876062346|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6566|Pink|Black lucky cat|Fedora|Black|Vr-Blue
2861|CattoPunk #9997|71.71628652573041|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9997|Orange|Zombile|Fedora|Black|Yellow Sunglass
2862|CattoPunk #4821|71.70550916024541|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4821|Yellow|Zombile|Fedora|Black|Vr-red
2862|CattoPunk #7638|71.70550916024541|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7638|Yellow|Black lucky cat|Fedora|Black|Yellow Sunglass
2864|CattoPunk #3098|71.6995065179933|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3098|Blue|Zombile|Fedora|Black|Orange Sunglass
2864|CattoPunk #4486|71.6995065179933|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4486|Violet|Black lucky cat|Fedora|Black|Orange Sunglass
2866|CattoPunk #582|71.69811574359474|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/582|Violet|Black lucky cat|Blue-Banana|Red|None
2866|CattoPunk #3682|71.69811574359474|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3682|Green|Zombile|M-cap|Red|None
2866|CattoPunk #6498|71.69811574359474|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6498|Violet|Zombile|Blue-Banana|Red|None
2869|CattoPunk #1122|71.68373729760557|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1122|Yellow|Black lucky cat|Viking|Red|None
2870|CattoPunk #1275|71.67666357714256|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1275|Pink|Violet|none|Blue|Violet Sunglass
2870|CattoPunk #4684|71.67666357714256|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4684|Green|Violet|none|Blue|Vr-red
2870|CattoPunk #4894|71.67666357714256|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4894|Violet|Violet|none|Blue|Violet Sunglass
2870|CattoPunk #5246|71.67666357714256|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5246|Blue|Violet|none|Blue|Violet Sunglass
2874|CattoPunk #79|71.66228513115338|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/79|Yellow|Violet|none|Blue|Sunglass
2874|CattoPunk #1165|71.66228513115338|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1165|Yellow|Violet|none|Blue|Vr
2876|CattoPunk #6510|71.65628248890128|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6510|Violet|Violet|none|Blue|Orange Sunglass
2877|CattoPunk #1987|71.59829652035918|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1987|Violet|White|Cap Forward|Blue|Yellow Sunglass
2877|CattoPunk #4219|71.59829652035918|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4219|Blue|White|Russian Hat|Blue|Vr-red
2877|CattoPunk #4478|71.59829652035918|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4478|Blue|White|White Fedora|Blue|Vr-Blue
2877|CattoPunk #5729|71.59829652035918|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5729|Violet|White|Cowboy|Blue|Green Sunglass
2877|CattoPunk #7895|71.59829652035918|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7895|Pink|White|Russian Hat|Blue|Sunglass
2882|CattoPunk #7653|71.594695439855|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7653|Orange|White|Cap Forward|Blue|Blue Sunglass
2882|CattoPunk #9408|71.594695439855|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9408|Orange|White|Cowboy|Blue|Violet Sunglass
2884|CattoPunk #4548|71.58391807437002|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4548|Yellow|White|Cowboy|Blue|Vr
2885|CattoPunk #4383|71.57431435161372|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4383|Orange|White|Cowboy|Blue|Orange Sunglass
2886|CattoPunk #158|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/158|Pink|Blackbrown|Russian Hat|Red|3d
2886|CattoPunk #906|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/906|Violet|Blackbrown|White Fedora|Red|Yellow Sunglass
2886|CattoPunk #2142|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2142|Blue|Blackbrown|White Fedora|Red|Violet Sunglass
2886|CattoPunk #2599|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2599|Violet|Blackbrown|Cowboy|Red|Sunglass
2886|CattoPunk #3138|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3138|Pink|Blackbrown|White Fedora|Red|Blue Sunglass
2886|CattoPunk #3747|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3747|Blue|Blackbrown|Cowboy|Red|Vr-red
2886|CattoPunk #3834|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3834|Violet|Blackbrown|Russian Hat|Red|Violet Sunglass
2886|CattoPunk #6196|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6196|Violet|Blackbrown|Cap Forward|Red|Green Sunglass
2886|CattoPunk #6548|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6548|Green|Blackbrown|Cop|Red|Violet Sunglass
2886|CattoPunk #6815|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6815|Pink|Blackbrown|White Fedora|Red|Sunglass
2886|CattoPunk #8228|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8228|Blue|Blackbrown|Cap Forward|Red|Green Sunglass
2886|CattoPunk #8973|71.57154796152696|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8973|Pink|Blackbrown|Cop|Red|Blue Sunglass
2898|CattoPunk #4864|71.56794688102276|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4864|Orange|Blackbrown|Cowboy|Red|Vr-red
2898|CattoPunk #9902|71.56794688102276|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9902|Orange|Blackbrown|Cowboy|Red|Vr-Blue
2900|CattoPunk #2933|71.55716951553778|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2933|Yellow|Blackbrown|Cowboy|Red|Vr
2900|CattoPunk #5315|71.55716951553778|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5315|Yellow|Blackbrown|Cap Forward|Red|Vr-red
2902|CattoPunk #1705|71.53102836994712|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1705|Violet|Alien|M-cap|Vape|Vr-Blue
2902|CattoPunk #3456|71.53102836994712|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3456|Violet|Alien|M-cap|Vape|Sunglass
2902|CattoPunk #6335|71.53102836994712|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6335|Violet|Alien|M-cap|Vape|Blue Sunglass
2902|CattoPunk #7094|71.53102836994712|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7094|Green|Alien|Viking|Vape|Sunglass
2906|CattoPunk #3375|71.51664992395794|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3375|Yellow|Alien|Blue-Banana|Vape|Sunglass
2906|CattoPunk #5176|71.51664992395794|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5176|Yellow|Alien|Viking|Vape|Blue Sunglass
2908|CattoPunk #8590|71.51064728170584|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8590|Green|Alien|M-cap|Vape|Orange Sunglass
2909|CattoPunk #2207|71.50402518130967|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2207|Blue|Blackbrown|Orange Beanie|Black|Blue Sunglass
2909|CattoPunk #3998|71.50402518130967|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3998|Blue|Blackbrown|Orange Beanie|Black|Yellow Sunglass
2909|CattoPunk #4065|71.50402518130967|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4065|Green|Blackbrown|Blue Beanie|Black|Yellow Sunglass
2909|CattoPunk #6124|71.50402518130967|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6124|Pink|Blackbrown|Orange Beanie|Black|Vr-red
2909|CattoPunk #7298|71.50402518130967|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7298|Green|Blackbrown|Blue Beanie|Black|Blue Sunglass
2909|CattoPunk #7746|71.50402518130967|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7746|Green|Blackbrown|Orange Beanie|Black|Vr
2909|CattoPunk #9479|71.50402518130967|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9479|Pink|Blackbrown|Orange Beanie|Black|Yellow Sunglass
2916|CattoPunk #993|71.50042410080547|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/993|Orange|Blackbrown|Blue Beanie|Black|Vr
2917|CattoPunk #4570|71.47670852436808|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4570|Orange|White|Sailor|Vape|Green Sunglass
2918|CattoPunk #1795|71.4692656470792|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1795|Yellow|Blackbrown|Orange Beanie|Black|Orange Sunglass
2919|CattoPunk #6135|71.4659311588831|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6135|Yellow|White|Sailor|Vape|Sunglass
2919|CattoPunk #6998|71.4659311588831|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6998|Yellow|White|Sailor|Vape|Vr-red
2919|CattoPunk #9058|71.4659311588831|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9058|Yellow|White|Sailor|Vape|Vr-red
2922|CattoPunk #2097|71.459928516631|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2097|Blue|White|Sailor|Vape|Orange Sunglass
2923|CattoPunk #332|71.4406746410428|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/332|Green|White|Safety Helmet|Black|Vr
2923|CattoPunk #3169|71.4406746410428|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3169|Violet|White|Safety Helmet|Black|Vr-Blue
2923|CattoPunk #4127|71.4406746410428|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4127|Green|White|Safety Helmet|Black|Green Sunglass
2923|CattoPunk #4167|71.4406746410428|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4167|Blue|White|Safety Helmet|Black|3d
2923|CattoPunk #5267|71.4406746410428|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5267|Pink|White|Safety Helmet|Black|Blue Sunglass
2923|CattoPunk #5468|71.4406746410428|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5468|Pink|White|Safety Helmet|Black|3d
2923|CattoPunk #6373|71.4406746410428|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6373|Blue|White|Safety Helmet|Black|Sunglass
2923|CattoPunk #8051|71.4406746410428|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8051|Blue|White|Safety Helmet|Black|Vr-Blue
2931|CattoPunk #8483|71.42629619505364|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8483|Yellow|White|Safety Helmet|Black|Yellow Sunglass
2932|CattoPunk #9292|71.42057834011983|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9292|Blue|Ape|Fedora|Blue|None
2933|CattoPunk #3605|71.40619989413067|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3605|Yellow|Ape|Fedora|Blue|None
2934|CattoPunk #7794|71.39327213590546|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7794|Green|Blackbrown|Punk|Black|Vr
2934|CattoPunk #9695|71.39327213590546|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9695|Pink|Blackbrown|Punk|Black|3d
2936|CattoPunk #5535|71.38967105540127|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5535|Orange|Blackbrown|Punk|Black|Vr
2937|CattoPunk #4070|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4070|Pink|Black|Viking|Red|Violet Sunglass
2937|CattoPunk #4554|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4554|Green|Black|Viking|Red|Vr-Blue
2937|CattoPunk #6447|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6447|Violet|Black|M-cap|Red|3d
2937|CattoPunk #6963|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6963|Violet|Black|Viking|Red|Green Sunglass
2937|CattoPunk #7922|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7922|Pink|Black|Viking|Red|Vr
2937|CattoPunk #8129|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8129|Violet|Grey|Blue-Banana|Red|Violet Sunglass
2937|CattoPunk #8474|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8474|Blue|White Lucky Cat|Blue-Banana|Red|Green Sunglass
2937|CattoPunk #8496|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8496|Violet|White Lucky Cat|Blue-Banana|Red|Vr
2937|CattoPunk #9152|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9152|Pink|White Lucky Cat|Viking|Red|Vr
2937|CattoPunk #9552|71.38920454668353|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9552|Green|White Lucky Cat|Blue-Banana|Red|3d
2947|CattoPunk #7640|71.38086320478196|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7640|Pink|Alien|Sailor|Red|Green Sunglass
2948|CattoPunk #6618|71.37726212427778|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6618|Orange|Alien|Sailor|Red|Yellow Sunglass
2949|CattoPunk #4231|71.37482610069436|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4231|Yellow|Black|Viking|Red|Vr-red
2950|CattoPunk #987|71.37210122023593|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/987|Orange|Violet|White Fedora|Pipe|None
